Province,City,District,Sub-District,Street,Sqm,Rooms,Floor,Year Built,Price,Price per SqM
Harjumaa,Tallinn,,,Lammi tn 8-105,94.6,3,2/4,2023,409000,4323
Pärnumaa,Häädemeeste vald,Uulu,,Laadi tee 1,50.5,2,2/2,1964,70900,1404
Harjumaa,Tallinn,Kesklinn,,Võistluse 6/3,45.2,2,3/14,2020,199600,4416
Harjumaa,Rae vald,Rae,Rae küla,Graniidi tee 23/7-3,39.7,2,1/3,2025,146900,3700
Harjumaa,Maardu,,,Ringi 27,43.8,2,5/5,1973,84000,1918
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 7,62.7,3,3/5,1977,109000,1738
Harjumaa,Tallinn,Lasnamäe,,Peterburi tee 113,54,3,5/6,2021,161900,2998
Pärnumaa,Pärnu,Ülejõe,,Mihkli 2,58.2,3,4/4,1968,126500,2174
Harjumaa,Viimsi vald,Püünsi,,Rohuneeme tee 84/1,182.2,4,0/2,2010,595000,3266
Harjumaa,Tallinn,Põhja-Tallinn,,Telliskivi 14,21.1,1,1/2,1940,58900,2791
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 132,45.4,2,1/5,1964,117200,2582
Raplamaa,Märjamaa vald,Märjamaa,,Pärnu mnt 78a-2,36.4,2,1/2,1893,68900,1893
Harjumaa,Tallinn,Haabersti,,Tagala tn 7-45,70.4,3,2/4,2025,239000,3395
Tartumaa,Tartu,Annelinn,,Jaama 167-44,41.4,2,,2023,159000,3841
Ida-Virumaa,Kohtla-Järve,Ahtme,,Puru tee 27,31.6,1,3/5,1984,17000,538
Harjumaa,Tallinn,Põhja-Tallinn,Noblessner,Allveelaeva tn 4-74,90.2,4,6/6,2023,545000,6042
Harjumaa,Tallinn,Kesklinn,Kitseküla,Koidu 122,77.9,4,1/5,1956,175000,2246
Ida-Virumaa,Narva,,,Võidu prospekt 11,35.6,2,4/5,1965,25000,702
Harjumaa,Tallinn,Kesklinn,,Pärnu mnt 137-198,127.6,4,13/16,2024,561900,4404
Harjumaa,Tallinn,Kesklinn,,Pärnu mnt 29,89.5,3,3/8,2020,590000,6592
Harjumaa,Tallinn,Haabersti,,Aaslina tn 3,94.3,4,,2023,315000,3340
Järvamaa,Paide,Paide linn,,Karja 12,38.3,2,3/5,1969,40000,1044
Tartumaa,Tartu,Tartu linn,Karlova,Rebase 17-3,44,2,2/6,2024,142300,3234
Harjumaa,Tallinn,Kesklinn,,Kiisa tn 12-38,69.3,3,1/6,2024,269000,3882
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 64-13,49.4,2,4/4,2024,209950,4250
Harjumaa,Tallinn,,,Lammi tn 8-50,112,4,1/4,2023,549000,4902
Harjumaa,Tallinn,Lasnamäe,,Kivila tn 13,50,2,3/9,1986,115000,2300
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 161,42.9,2,1/5,1963,92500,2156
Ida-Virumaa,Narva,,,Turu tn 3,21.7,1,1/5,1979,18900,871
Harjumaa,Tallinn,Kesklinn,,Roosikrantsi tn 8/2,155.1,5,1/3,2025,790000,5093
Harjumaa,Tallinn,Põhja-Tallinn,Kopli,sepa 27-4,98.9,5,2/3,1913,424000,4287
Harjumaa,Harku vald,Vääna-Jõesuu,,Männimetsa tee 8b,180.8,4,,2007,359000,1986
Ida-Virumaa,Narva,,,Võidu prospekt 8a,48.2,2,3/5,1967,21800,452
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-28,50.9,2,2/5,2025,227000,4460
Harjumaa,Tallinn,Kristiine,,Energia tn 6b,28.6,1,4/5,1988,93000,3252
Ida-Virumaa,Sillamäe,,,Viru pst 39,48.8,2,4/5,1985,18900,387
Harjumaa,Tallinn,Lasnamäe,,Katleri 1,64.9,3,2/9,1992,128000,1972
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 14-30,42.2,2,5/5,2025,272000,6446
Harjumaa,Tallinn,Kesklinn,,K. A. Hermanni tn 10-1,81.2,3,1/3,1932,265500,3270
Harjumaa,Kose vald,Kose,,Hariduse 5,47,2,2/3,1985,64000,1362
Pärnumaa,Pärnu,Pärnu linn,Mai,Mai tn 79-6,56.8,3,1/3,2024,195000,3433
Harjumaa,Tallinn,Kesklinn,,Endla tn 33,71.3,4,4/4,1952,280000,3927
Võrumaa,Võru,,,L. Koidula tn 3,21.2,1,3/3,,42000,1981
Harjumaa,Tallinn,Haabersti,,Õismäe tee 49,50,2,5/5,,106500,2130
Harjumaa,Viimsi vald,Viimsi,,Hüatsindi tee 2,82.9,4,2/2,2018,282000,3402
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Erminurme tee 22-11,48.3,2,2/3,2025,163900,3393
Harjumaa,Tallinn,Vanalinn,,Pikk 47,88.9,2,2/4,1468,396000,4454
Harjumaa,Tallinn,Põhja-Tallinn,,Ristiku tn 32,43.2,2,2/2,1940,135000,3125
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst. 12,63.1,3,1/5,1977,103000,1632
Harjumaa,Tallinn,Lasnamäe,,M. Härma tn 5,49.5,2,7/9,1980,125990,2545
Tartumaa,Tartu vald,Laeva,,Purje tee 1-4,39,2,2/2,1947,59900,1536
Pärnumaa,Pärnu,Rannarajoon,Valgre elamurajoon,Tiiru 3-9,46.8,2,2/7,2025,187000,3996
Ida-Virumaa,Toila vald,Kohtla-Nõmme,,Kaevurite puiestee 3-8,32,1,3/3,,5500,172
Harjumaa,Tallinn,Mustamäe,,E. Vilde tee 86,60,4,2/5,1967,150000,2500
Harjumaa,Tallinn,Mustamäe,Tondi,Energia tn 6,48,3,1/5,,129900,2706
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Rüütli 28,123.7,5,2/3,,240000,1940
Harjumaa,Tallinn,Kesklinn,,Pille tn 9/1,35.7,2,2/4,2020,165000,4622
Harjumaa,Tallinn,Kesklinn,,Liivalaia tn 21,58,2,8/12,2004,194900,3360
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Lääne tn 16-5,58.6,3,1/4,2024,176990,3020
Harjumaa,Tallinn,Kesklinn,,Luise tn 34,45,2,1/2,1921,140000,3111
Pärnumaa,Tori vald,Sauga,,Hirvela 7,63.6,3,1/4,2012,125000,1965
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 50,76.9,4,1/5,1995,131900,1715
Harjumaa,Tallinn,Kesklinn,SÜDALINN,Gonsiori tn 13,63.8,3,4/5,1961,223900,3509
Valgamaa,Valga vald,Valga linn,,Vee tn 1,65.4,3,5/5,,35000,535
Harjumaa,Tallinn,Põhja-Tallinn,,Tööstuse 47d,110.4,4,4/5,2019,439000,3976
Lääne-Virumaa,Kadrina vald,Hulja,,Keskuse tn 4,55.2,3,2/2,1960,35000,634
Harjumaa,Rae vald,Peetri,,Järvepõllu tee 9-3,106.2,4,1/2,2025,347000,3267
Harjumaa,Tallinn,Nõmme,,Turu plats 5,123.8,4,3/9,1998,319900,2584
Harjumaa,Tallinn,Lasnamäe,,Paekaare tn 4,52.9,2,5/5,1987,99000,1871
Harjumaa,Tallinn,Kesklinn,,Võistluse tn 6/2-106,149.2,5,14/14,2020,675000,4524
Harjumaa,Viimsi vald,Haabneeme,,Kaluri tee 4,89.3,4,1/4,1974,174900,1959
Harjumaa,Tallinn,,,Lammi tn 8,75.4,3,2/4,2023,279000,3700
Harjumaa,Viimsi vald,Haabneeme,,Kivila tee 2-29,97,4,3/4,2024,469900,4844
Tartumaa,Tartu,Tartu linn,Annelinn,Mõisavahe 71/2,50.9,2,,2022,179870,3534
Võrumaa,Võru,,,F. R. Kreutzwaldi 43,45.4,2,1/2,1940,84499,1861
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,Narva mnt 82,38.1,1,5/5,1975,12000,315
Lääne-Virumaa,Viru-Nigula vald,Viru-Nigula,,Oja tn 2-2,73,3,1/3,1982,25000,342
Harjumaa,Saku vald,Saku,,Teaduse 9,63.2,3,4/5,1975,155000,2453
Harjumaa,Tallinn,Kesklinn,,Pärnu mnt 137-73,35.8,1,11/16,2024,162900,4550
Harjumaa,Tallinn,Kesklinn,,Paldiski maantee 20,42.4,2,7/9,1977,144900,3417
Ida-Virumaa,Narva,,,Tallinna mnt 32,48.9,2,3/9,1977,50000,1022
Harjumaa,Loksa,JÄRELMAKSU VÕIMALUS!,,Lasteaia tn 10-x,47.9,2,4/5,1987,27900,582
Jõgevamaa,Jõgeva vald,Jõgeva linn,,Puiestee 27,46.8,2,1/4,1972,39000,833
Tartumaa,Tartu,Ropka,,Aardla 17,27.8,2,2/2,1977,59000,2122
Jõgevamaa,Mustvee vald,Mustvee linn,Peipsi,Tartu tn 97-3,51.9,3,2/2,1965,31000,597
Harjumaa,Tallinn,Lasnamäe,,K. Kärberi tn 60,49.2,2,5/9,1985,89900,1827
Tartumaa,Tartu,Kesklinn,,Tähtvere tn 18c,63,3,1/4,,135000,2143
Harjumaa,Lääne-Harju vald,Ohtu,,Suure-Ohtu 3,49.4,2,2/2,1974,30000,607
Lääne-Virumaa,Tapa vald,Tamsalu linn,,Sääse tn 10,61,3,1/5,1968,16900,277
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 11,49.8,2,3/5,1978,85000,1707
Harjumaa,Tallinn,Haabersti,,Paldiski mnt 227c/3-101,56.6,3,10/10,2024,217000,3834
Harjumaa,Keila,,,Luha tn 11,46.4,3,4/5,1984,120990,2608
Viljandimaa,Viljandi,,,Oru tn 3,72.1,2,,,30000,416
Läänemaa,Lääne-Nigula vald,Nigula,,Nigula tee 14,66.5,3,3/3,1980,37500,564
Harjumaa,Tallinn,Kesklinn,Kassisaba,Koidu tn 27,104.4,4,2/5,2002,395000,3784
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Piloodi 1-5,44.9,2,1/3,2026,144900,3227
Harjumaa,Kiili vald,Luige,,Põllu tn 10a-3,79.3,4,,2024,292400,3687
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Stardiraja tn 3-3,83.6,4,1/3,2026,211900,2535
Harjumaa,Tallinn,Kristiine,,Sõpruse pst 25,57.2,2,5/5,2007,209000,3654
Ida-Virumaa,Narva,,,Kangelaste prospekt 6,50.5,2,5/9,1972,48900,968
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-52,99.2,4,4/5,2025,771000,7772
Ida-Virumaa,Narva,,,Soldina tn 2,27.8,1,3/5,1968,13000,468
Harjumaa,Tallinn,Mustamäe,,Keskuse 4,60.9,3,5/5,1973,133500,2192
Harjumaa,Tallinn,Haabersti,,Paldiski mnt 227c/1-32,79.5,4,12/14,2024,297300,3740
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Graniidi tn 30a,49.3,3,2/3,,175000,3550
Tartumaa,Tartu vald,Raadi,,Kalevipoja tn 1-3,81.9,3,1/3,2025,188700,2304
Harjumaa,Tallinn,Kadriorg,,J. Vilmsi 32,74.7,2,2/5,2006,298500,3996
Jõgevamaa,Jõgeva vald,Jõgeva linn,,Kivi tn 5,64.6,3,5/5,1989,39900,618
Jõgevamaa,Põltsamaa vald,Põltsamaa linn,,Ringtee 7,77.7,4,1/3,1984,52000,669
Harjumaa,Tallinn,Nõmme,,Männimetsa tee 1,71,3,2/2,1970,175000,2465
Harjumaa,Tallinn,Kadriorg,,Liivaoja tn 1d,75.3,3,1/4,2006,249000,3307
Harjumaa,Tallinn,Haabersti,,Jalami 1,62.1,3,2/8,2021,199900,3219
Tartumaa,Kambja vald,Soinaste,,Rehetare tee 2,127.6,5,1/2,2024,255000,1998
Läänemaa,Lääne-Nigula vald,Palivere,,Raba 5,42.7,2,3/3,1973,30000,703
Harjumaa,Tallinn,Haabersti,Kodulahe,Soodi tn 6/3-11,70.2,3,3/4,2025,315000,4487
Harjumaa,Rae vald,Rae,,Väike-Rae tee 2/12-26,80,4,3/3,2025,253900,3174
Harjumaa,Tallinn,Lasnamäe,,Viieaia tee 28-52,28.2,1,6/11,2025,94900,3365
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 10/2-10,83.5,3,5/6,2025,609900,7304
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 137,43.3,2,3/9,1971,96500,2229
Jõgevamaa,Jõgeva vald,Kaarepere,keskus,HIND NÜÜD SOODSAM! 24,79.7,4,3/3,1977,26500,333
Harjumaa,Tallinn,Mustamäe,,Sõpruse pst 211,48.8,2,8/9,1972,107000,2193
Harjumaa,Saue vald,Saue linn,,Keskuse 1/1-12,73.2,3,1/4,2025,221500,3026
Jõgevamaa,Jõgeva vald,Kaarepere,,Keskus 21,47.3,3,1/3,1973,24000,507
Harjumaa,Tallinn,Kristiine,Löwenruh,Vesipapi tn 8-50,98.9,5,8/13,2024,402000,4065
Tartumaa,Kastre vald,Melliste,,Oraviku vkt 3,78.2,4,1/2,1974,95000,1215
Harjumaa,Tallinn,Kesklinn,Kassisaba,Luise tn 24/1-8,22.2,1,2/3,2026,145000,6532
Harjumaa,Tallinn,Haabersti,Kodulahe,Soodi tn 6/3-9,77.9,3,2/4,2025,335000,4300
Järvamaa,Paide,Paide linn,,Tööstuse 22,80.7,4,5/5,1987,55000,682
Tartumaa,Tartu,Märja,,Aisa põik 10-14/ 2,35.2,2,4/5,2024,85000,2415
Harjumaa,Raasiku vald,Aruküla,,Nõmme tee 4,24.7,1,1/2,1957,25900,1049
Harjumaa,Tallinn,Kesklinn,Uus-Veerenni,Tiiu tn 14/1-49,54.9,2,2/10,2024,260900,4752
Pärnumaa,Pärnu,Pärnu linn,Ülejõe,kitse 26,45.8,2,1/5,1992,73500,1605
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Vahi tn 64-1,63,3,2/5,2024,179900,2856
Viljandimaa,Viljandi,,,Lembitu puiestee 14a,50.1,3,2/2,1965,93000,1856
Harjumaa,Tallinn,Lasnamäe,Sikupilli,Asunduse tn 3,43.5,2,2/5,1966,129000,2966
Harjumaa,Tallinn,Põhja-Tallinn,,Lammi tn 8,75.3,3,1/4,2023,289000,3838
Tartumaa,Tartu,Tartu linn,Karlova,Siili tn 10-31,47.1,2,7/8,2025,162000,3439
Harjumaa,Tallinn,Kesklinn,,Luise tn 28/1,24.7,1,1/2,1906,76500,3097
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 7-11,24.5,1,2/3,2025,159900,6527
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Kuninga tn 24,164.9,3,2/2,1694,299000,1813
Harjumaa,Tallinn,Haabersti,,Tagala tn 9-4,72.4,3,1/4,2025,239000,3301
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Väike-Patarei tn 10B-10,64,3,3/3,1962,265000,4141
Pärnumaa,Pärnu,Pärnu linn,Mai,Papiniidu tn 60-6,94.2,4,2/3,2025,297000,3153
Ida-Virumaa,Narva,,,P. Kerese tn 8,49.7,2,1/4,1974,59000,1187
Harjumaa,Tallinn,Kesklinn,Kassisaba,Paldiski mnt 9,54.9,2,4/4,2012,250000,4554
Harjumaa,Tallinn,Mustamäe,,Pöörise tn 3-46,64.2,3,8/12,2024,198000,3084
Tartumaa,Tartu,Tartu linn,Karlova,Võru tn 65a-7,68.9,4,2/3,2023,238000,3454
Ida-Virumaa,Narva,,,Tallinna mnt 32,63.3,3,7/9,1977,49500,782
Tartumaa,Tartu,Tartu linn,Tammelinn,Tamme pst 82,110.2,3,1/2,2007,285000,2586
Harjumaa,Rae vald,Peetri,,Järvepõllu tee 9-8,107.6,4,1/2,2025,353500,3285
Harjumaa,Tallinn,Lasnamäe,,Pae tn 25,41.1,2,2/4,1954,65000,1582
Harjumaa,Harku vald,Tiskre,,Karikakra tee 25-1,138.8,5,,2024,370000,2666
Harjumaa,Tallinn,Kristiine,Kristiine City,Talli tn 3-40,68.9,3,6/7,2025,303160,4400
Harjumaa,Tallinn,Põhja-Tallinn,,Kotzebue tn 5,79.8,3,2/4,1955,297000,3722
Harjumaa,Tallinn,,,Paepargi tn 17,55,2,4/4,2015,210000,3818
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 7-22,19.8,1,2/3,2025,129900,6561
Ida-Virumaa,Narva,,,Raudsilla tn 1-39,220.8,6,7/7,2025,664000,3007
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Suur-Jõekalda tn 2/2,54.5,2,6/7,2008,145000,2661
Harjumaa,Keila,,,Vaikne 44,63.4,3,1/5,,115000,1814
Harjumaa,Tallinn,Põhja-Tallinn,,Pelguranna tn 5,26.7,1,1/4,1961,69900,2618
Tartumaa,Tartu,Tartu linn,Ülejõe,Puiestee tn 112a,34.4,1,5/5,,62000,1802
Tartumaa,Tartu,Tartu linn,Ropka,Aardla 5,66.1,3,4/5,1978,120000,1815
Ida-Virumaa,Sillamäe,,,J. Gagarini tn 33,26.6,1,5/9,1984,8900,335
Lääne-Virumaa,Rakvere,,,Terase tn 13,59.2,3,2/3,2025,159000,2686
Tartumaa,Tartu,Tartu linn,Jaamamõisa,Lääne tn 14-8,85.6,4,1/4,2025,196990,2301
Ida-Virumaa,Kohtla-Järve,Järve,,Tuuslari tn 4,46.4,2,2/3,1949,10700,231
Harjumaa,Tallinn,Lasnamäe,Mahtra,Mahtra tn 21,64.8,3,9/9,1983,109900,1696
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Piloodi 1-9,43.9,2,2/3,2026,142900,3255
Valgamaa,Valga vald,Õru,,Ringtee 2,46.1,2,1/3,1989,9200,200
Raplamaa,Kehtna vald,Kehtna,,Kooli tn 7,38.9,2,3/3,,36900,949
Harjumaa,Tallinn,Kristiine,,Seebi tn 1,70.1,3,10/20,2021,325000,4636
Harjumaa,Tallinn,Lasnamäe,Kadriorg,Paekalda tn 23/1,97,4,7/8,2023,399000,4113
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 13-1,42.7,2,2/6,2025,232000,5433
Harjumaa,Tallinn,Mustamäe,,Mustamäe tee 177,43.2,2,1/9,1971,104000,2407
Läänemaa,Haapsalu,Haapsalu linn,,Jaani tn 4,56.2,3,2/3,2024,240000,4270
Harjumaa,Tallinn,Haabersti,Rocca al Mare,Volmre tn 20/2-21,50.3,2,3/4,2024,197800,3932
Tartumaa,Tartu vald,Raadi,,Kalevipoja 1,80,4,1/3,2025,219540,2744
Läänemaa,Haapsalu,Haapsalu linn,Kesklinn,Niine tn 27,48.6,3,4/5,1968,59900,1233
Harjumaa,Tallinn,Kristiine,,Seebi tn 8,30,2,2/3,1946,122000,4067
Viljandimaa,Viljandi vald,Viiratsi,,Ehitajate tn 3,60.7,3,3/3,1971,42500,700
Ida-Virumaa,Narva,,,Masina tn 5,39.9,2,4/4,1961,29000,727
Läänemaa,Haapsalu,Haapsalu linn,,Sadama tn 29a,75,3,2/1,1998,185000,2467
Ida-Virumaa,Jõhvi vald,Jõhvi linn,,Hariduse 2,40.1,2,5/5,1964,19000,474
Harjumaa,Lääne-Harju vald,Lehola,,Kellamäe tee 4,54.9,3,2/3,1985,83000,1512
Harjumaa,Tallinn,Põhja-Tallinn,,Kaluri tn 4,17.1,1,2/2,1946,52000,3041
Tartumaa,Tartu,Tartu linn,,Pärna tn 23 // 25,27,1,1/3,1977,80000,2963
Harjumaa,Tallinn,Kristiine,,Tedre tn 36,62.4,3,5/5,1982,189000,3029
Ida-Virumaa,Narva-Jõesuu,Narva-Jõesuu linn,,J. Poska tn 53,34.7,1,4/9,1975,30900,890
Harjumaa,Tallinn,Mustamäe,Uus-Mustamäe,Aiandi 14-41,52,3,8/9,2024,235990,4538
Tartumaa,Tartu,Tartu linn,Kesklinn,Tähtvere 4,272.2,11,1/5,1907,477000,1752
Harjumaa,Tallinn,Kesklinn,,Võistluse tn,40.4,2,2/2,1800,169000,4183
Harjumaa,Tallinn,Põhja-Tallinn,,Manufaktuuri tn 5-422,118.9,4,4/5,2026,579000,4870
Harjumaa,Tallinn,Mustamäe,,Sõpruse pst 209,88.2,4,8/10,1972,198000,2245
Jõgevamaa,Põltsamaa vald,Põltsamaa linn,,Tartu mnt 1,65.3,3,3/5,1982,49000,750
Harjumaa,Tallinn,Lasnamäe,,Võidujooksu tn 8c,44.3,2,2/5,2020,178000,4018
Pärnumaa,Tori vald,Sauga,,Peoleo 4,62.1,3,1/3,1973,105000,1691
Harjumaa,Rae vald,Rae,Rae küla,Graniidi tee 23/4-5,74,4,2/3,2024,231900,3134
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 14-5,41,2,2/5,2025,211000,5146
Pärnumaa,Pärnu,,,Nurmenuku tn 3/3-15,41.6,2,3/3,2023,160000,3846
Harjumaa,Tallinn,Kesklinn,,Tartu mnt 84A,128.8,4,5/14,2006,359000,2787
Harjumaa,Tallinn,Lasnamäe,,K. Kärberi tn 37,32.7,1,,,99900,3055
Harjumaa,Tallinn,Lasnamäe,Sikupilli,Lasnamäe tn 4a,56.5,2,5/13,2018,259000,4584
Tartumaa,Tartu,Tartu linn,Karlova,Tolstoi 22-3,29.9,1,1/2,,79000,2642
Tartumaa,Kambja vald,Ülenurme,,Paruni tn 17-12,80.4,3,3/3,2024,167900,2088
Harjumaa,Tallinn,Kesklinn,,Pirita tee 20/4-40,49.8,2,3/5,2025,282000,5663
Harjumaa,Tallinn,Mustamäe,,E. Vilde tee 65,43,2,4/5,1966,99000,2302
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Kalamaja tn 15a,102,4,,2021,535000,5245
Pärnumaa,Pärnu,Kesklinn,,Aida 5,51.9,2,6/8,2006,156000,3006
Harjumaa,Keila,,,Nurme 6-17,76.4,4,,2024,277000,3626
Harjumaa,Viimsi vald,Pringi,Laanevere,Vardi tee 29,27,0,2/2,2025,122500,4537
Harjumaa,Tallinn,Kesklinn,,Tehnika tn 117,66.3,3,1/4,2007,280000,4223
Tartumaa,Tartu,Tartu linn,Karlova,Lootuse tn 2a,30.5,1,2/5,2022,139000,4557
Pärnumaa,Saarde vald,Kilingi-Nõmme linn,,Kantsi tn 7,57.3,3,2/2,1978,44500,777
Harjumaa,Tallinn,Kesklinn,,Juurdeveo 22a,126.8,5,2/2,2017,350000,2760
Harjumaa,Tallinn,Kesklinn,,J. Kunderi tn 27,36.7,3,2/2,1940,99000,2698
Tartumaa,Tartu,Tartu linn,Annelinn,Kaunase pst 10,76.2,4,4/5,1977,104900,1377
Harjumaa,Tallinn,Kesklinn,Kitseküla,Asula tn 1,50.4,2,1/3,1954,175000,3472
Harjumaa,Tallinn,Põhja-Tallinn,,Ankru tn 13,73.9,4,4/5,1971,195000,2639
Järvamaa,Türi vald,Türi linn,,Anna Haava 8a,46.7,,,,43000,921
Harjumaa,Viimsi vald,Haabneeme,,Heki tee 6-68,81.2,2,3/5,2007,209000,2574
Harjumaa,Tallinn,Põhja-Tallinn,Kalaranna Kvartal,Kalaranna tn 8/7-4,58.6,2,2/5,2025,544000,9283
Pärnumaa,Pärnu,Kesklinn,,Kuninga 18,69.7,2,2/3,1600,243950,3500
Harjumaa,Lääne-Harju vald,Paldiski linn,,Pakri 4,52.8,3,,1970,69500,1316
Tartumaa,Tartu,Tartu linn,Kesklinn,Aleksandri 40,20,1,1/2,,56000,2800
Harjumaa,Viimsi vald,Haabneeme,,Heki tee 6,81.2,2,3/5,2007,200000,2463
Tartumaa,Tartu,Tartu linn,Raadi-Kruusamäe,Kalevipoja 1-8,81.5,3,2/3,2025,191200,2346
Harjumaa,Tallinn,Kristiine,,Seebi tn 1,55.8,2,5/20,2020,234000,4194
Harjumaa,Tallinn,Kesklinn,Kadriorg,J. Vilmsi tn 52,26.5,2,2/2,1900,87900,3317
Harjumaa,Tallinn,Mustamäe,,A. H. Tammsaare tee 69,43.7,2,2/5,1970,111000,2540
Läänemaa,Haapsalu,Uuemõisa alevik,,Haudejaama tee 26/2,55.9,2,3/3,1987,69900,1250
Valgamaa,Otepää vald,Otepää linn,,Kopli 2a-13,56.1,2,3/4,,144000,2567
Harjumaa,Tallinn,Haabersti,,Õismäe tee 73,78.5,4,5/5,1975,139900,1782
Ida-Virumaa,Lüganuse vald,Kiviõli linn,,Soo tn 3a,69.1,3,1/3,1959,5800,83.9
Harjumaa,Tallinn,Lasnamäe,Paepark,Pae tn 9,44.1,2,3/5,1961,110000,2494
Harjumaa,Tallinn,Mustamäe,,E. Vilde tee 87,45.3,2,5/5,1965,132900,2934
Pärnumaa,Pärnu,Pärnu linn,Kesklinn,Metsa tn 15a,41.8,1,2/7,2004,104000,2488
Läänemaa,Haapsalu,Haapsalu linn,,Jaani tn 4,34.7,2,2/4,2024,134900,3888
Ida-Virumaa,Sillamäe,,,I.Pavlovi tn. 7,40,2,4/5,,18900,473
Harjumaa,Tallinn,Pirita,,Masti tn 11,150.1,5,1/2,2024,781000,5203
Pärnumaa,Pärnu,Eeslinn,,Riia mnt 86,41,2,5/5,1966,69000,1683
Tartumaa,Tartu,Märja,,Välgu tn 4,79,3,3/3,1980,119999,1519
Harjumaa,Kuusalu vald,Suurpea,,Lahe põik 5,63.4,3,3/5,1972,45000,710
Võrumaa,Võru,,,Kivi tn 10,71.3,3,1/5,1969,58000,813
Jõgevamaa,Põltsamaa vald,Adavere,,Kesk tn 1,56,3,2/3,1980,23000,411
Harjumaa,Saku vald,Saku,,Tallinna mnt 1-7,54.6,2,2/5,2025,194900,3570
Harjumaa,Tallinn,Haabersti,,Merekalju tn 3,120.6,4,1/3,2023,465000,3856
Harjumaa,Tallinn,Põhja-Tallinn,Kalamaja,Uus-Volta 7,28.3,1,2/3,2025,143900,5085
Harjumaa,Tallinn,Põhja-Tallinn,Kopli,Maleva tn 2h,67.9,3,4/4,2007,174900,2576
Harjumaa,Tallinn,Kesklinn,,Võistluse tn 6/2-96,74.1,3,10/14,2020,296400,4000
Harjumaa,Tallinn,Põhja-Tallinn,,Uus-Maleva tn 7,12,1,2/5,1969,40000,3333
Harjumaa,Tallinn,Pirita,Merivälja,Vaate tee 20,108,5,2/2,1937,199000,1843
Harjumaa,Tallinn,Kadriorg,,J. Vilmsi 23,30,1,,1940,104999,3500
Harjumaa,Tallinn,Kesklinn,,Võistluse tn 6/1-12,71.3,3,4/14,2020,242910,3407
Ida-Virumaa,Narva,Kreenholmi,,V. Gerassimovi 4,47.9,2,2/5,1967,49900,1042
Harjumaa,Saue vald,Saue linn,,Keskuse 1/1-3,75.4,4,2/4,2025,257000,3408
Harjumaa,Tallinn,Kesklinn,,Juhkentali tn 13-14,110.4,5,6/6,2025,595000,5389
Ida-Virumaa,Kohtla-Järve,Järve,,Torujõe tn 4,59.2,3,3/3,1958,20000,338
Tartumaa,Tartu,Vaksali,,Võru 55c,10.7,1,1/1,1901,35000,3271
Harjumaa,Tallinn,Kesklinn,,A. Adamsoni tn 26,87,5,2/4,1992,318000,3655
Tartumaa,Tartu,Tartu linn,Kesklinn,Küütri tn 2,65,3,3/3,1977,319900,4922
Harjumaa,Tallinn,Lasnamäe,,Kivila tn 5,64.5,3,2/9,1984,119000,1845
Harjumaa,Keila,,,Põhja tn 37-3,44.6,3,1/3,1964,85000,1906
Harjumaa,Rae vald,Rae,,Väike-Rae tee 2/13-30,39.5,2,3/3,2024,149900,3795
Tartumaa,Tartu,Tartu linn,Annelinn,Kalda tee 28,61.5,3,5/5,1976,109000,1772
Harjumaa,Tallinn,Põhja-Tallinn,,Sõle tn 62,12.3,1,4/4,1962,38000,3089
Harjumaa,Tallinn,Lasnamäe,Seli,Sinimäe tn 7,14.7,1,16/17,1990,72000,4898
Harjumaa,Maardu,,,Avar 8-21,48.9,2,3/4,2025,134000,2740
Harjumaa,Tallinn,Haabersti,,Tagala tn 7-22,66.1,3,3/4,2025,236000,3570
Harjumaa,Rae vald,Järveküla,Peetri,Käokella tee 12,138.4,4,0/2,2025,325000,2348
